Currency_CreateTime,Currency_ExchangeRate,Currency_ID,Currency_IsDelete,Currency_Name,Currency_OrderNo,Currency_ShortName,Currency_UploadStatus,Currency_UploadTime
1982-11-09T13:32:18,1.0,ETB,false,Ethiopia Birr,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,EGP,false,Egypt Pound,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,DZD,false,Algeria Dinar,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,DOP,false,Dominican Republic Peso,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,DKK,false,Denmark Krone,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,DJF,false,Djibouti Franc,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,CZK,false,Czech Republic Koruna,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,CUP,false,Cuba Peso,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,CRC,false,Costa Rica Colon,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,COP,false,Colombia Peso,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,6.447487,CNY,false,China Yuan Renminbi,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,CLP,false,Chile Peso,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,0.92174,CHF,false,Switzerland Franc,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.265122,CAD,false,Canada Dollar,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BZD,false,Belize Dollar,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BWP,false,Botswana Pula,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BRL,false,Brazil Real,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BOB,false,Bolivia Bolíviano,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BND,false,Brunei Darussalam Dollar,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,0.376,BHD,false,Bahrain Dinar,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BGN,false,Bulgaria Lev,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BDT,false,Bangladesh Taka,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.362132,AUD,false,Australia Dollar,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,98.179972,ARS,false,Argentina Peso,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,AOA,false,Angola Kwanza,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,AMD,false,Armenia Dram,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,ALL,false,Albania Lek,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,AFN,false,Afghanistan Afghani,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,AED,false,United Arab Emirates Dirham,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,UZS,false,Uzbekistan Som,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,AWG,false,Aruba Guilder,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,AZN,false,Azerbaijan Manat,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BSD,false,Bahamas Dollar,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BYN,false,Belarus Ruble,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BBD,false,Barbados Dollar,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,CVE,false,Cape Verde Escudo,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BIF,false,Burundi Franc,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BAM,false,Bosnia and Herzegovina Convertible Mark,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BTN,false,Bhutan Ngultrum,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,BMD,false,Bermuda Dollar,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,VEF,false,Venezuela Bolívar,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,KHR,false,Cambodia Riel,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,UAH,false,Ukraine Hryvnia,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,ANG,false,Netherlands Antilles Guilder,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,CDF,false,Congo/Kinshasa Franc,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,CUC,false,Cuba Convertible Peso,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,ERN,false,Eritrea Nakfa,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,GGP,false,Guernsey Pound,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,IMP,false,Isle of Man Pound,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,IRR,false,Iran Rial,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,JEP,false,Jersey Pound,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,XDR,false,International Monetary Fund (IMF) Special Drawing Rights,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,XOF,false,Communauté Financière Africaine (BCEAO) Franc,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,XPF,false,Comptoirs Français du Pacifique (CFP) Franc,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,YER,false,Yemen Rial,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,ZAR,false,South Africa Rand,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,ZMW,false,Zambia Kwacha,0,,false,1982-11-09T13:32:18
1982-11-09T13:32:18,1.0,ZWD,false,Zimbabwe Dollar,0,,false,1982-11-09T13:32:18
